Rk,Player,Squad,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
538,Marco Reus,Dortmund ,0,6,2,33.3,1.57,0.52,0,0,17.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3
539,Gio Reyna,Dortmund ,0,6,1,16.7,1.33,0.22,0,0,16,0,0,0,0.5,0.5,0.08,-0.5,-0.5
540,Federico Ricca,Club Brugge,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
541,Chris Richards,Bayern Munich,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
542,Mats Rits,Club Brugge,0,2,1,50,0.56,0.28,0,0,9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
543,Sergi Roberto,Barcelona ,0,1,1,100,0.49,0.49,0,0,5.4,0,0,0,0.2,0.2,0.25,-0.2,-0.2
544,Andrew Robertson,Liverpool ,0,3,0,0,0.69,0,0,,21.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
545,Marc Roca,Bayern Munich,0,1,0,0,0.58,0,0,,27.5,0,0,0,0,0,0.01,0,0
546,Rodri,Manchester City,0,4,2,50,1,0.5,0,0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
547,Gerson Rodrigues,Dynamo Kyiv,0,2,1,50,1.01,0.51,0,0,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
548,Pedro Rodrigues,Olympiacos ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
549,Óscar Rodríguez Arnaiz,Sevilla ,0,3,1,33.3,1.48,0.49,0,0,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
550,Rodrygo,Real Madrid,1,4,1,25,1.38,0.34,0.25,1,14,0,0,0,0.3,0.3,0.07,0.7,0.7
551,Cristian Romero,Atalanta ,1,4,2,50,0.81,0.4,0.25,0.5,8.5,0,0,0,0.3,0.3,0.08,0.7,0.7
552,Cristiano Ronaldo,Juventus ,4,15,6,40,3.76,1.5,0.13,0.33,19.8,2,2,2,4,2.5,0.16,0,-0.5
553,Valentin Rongier,Marseille ,0,6,0,0,1.22,0,0,,23.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
554,Marten de Roon,Atalanta ,0,1,0,0,0.31,0,0,,17,0,0,0,0.1,0.1,0.14,-0.1,-0.1
555,Antonio Rüdiger,Chelsea ,0,1,0,0,0.31,0,0,,6,0,0,0,0.1,0.1,0.09,-0.1,-0.1
556,Daniele Rugani,Rennes ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
557,Matteo Ruggeri,Atalanta ,0,1,0,0,6,0,0,,9.5,0,0,0,0,0,0.05,0,0
558,Georginio Rutter,Rennes ,1,3,1,33.3,12.86,4.29,0,0,13.4,0,1,1,1.5,0.8,0.26,-0.5,-0.8
559,Dmitrii Rybchinskii,Loko Moscow,0,2,1,50,1.15,0.58,0,0,18.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
560,Maciej Rybus,Loko Moscow,0,2,1,50,0.33,0.17,0,0,22.8,1,0,0,0.1,0.1,0.03,-0.1,-0.1
561,José Sá,Olympiacos ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
562,Marcel Sabitzer,RB Leipzig,0,10,0,0,2.33,0,0,,24.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4
563,Leon Sabua,Krasnodar ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
564,Matvei Safonov,Krasnodar ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
565,Hiroki Sakai,Marseille ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
566,Mohamed Salah,Liverpool ,3,10,5,50,2.15,1.07,0.2,0.4,17.8,0,1,1,2.4,1.7,0.17,0.6,0.3
567,Romain Salin,Rennes ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
568,Alexis Sánchez,Inter ,0,4,0,0,2.95,0,0,,16.1,1,0,0,0.4,0.4,0.09,-0.4,-0.4
569,Jadon Sancho,Dortmund ,2,5,3,60,1.52,0.91,0.2,0.33,19.5,1,1,1,1.1,0.3,0.07,0.9,0.7
570,Alex Sandro,Juventus ,0,2,0,0,0.67,0,0,,12.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
571,Leroy Sané,Bayern Munich,2,9,3,33.3,3.7,1.23,0.22,0.67,17.4,0,0,0,0.7,0.7,0.08,1.3,1.3
572,Morgan Sanson,Marseille ,0,5,2,40,1.22,0.49,0,0,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
573,Douglas Santos,Zenit ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
574,Zaidu Sanusi,Porto ,1,7,4,57.1,1.2,0.68,0.14,0.25,11.4,0,0,0,1.3,1.3,0.24,-0.3,-0.3
575,Pablo Sarabia,Paris S-G,0,3,0,0,1.89,0,0,,12.4,0,0,0,1.1,1.1,0.36,-1.1,-1.1
576,Bouna Sarr,Bayern Munich,0,3,0,0,1.45,0,0,,26.8,0,0,0,0,0,0.02,0,0
577,Malang Sarr,Porto ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
578,Stefan Savi?,Atlético Madrid,0,2,0,0,0.33,0,0,,15.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2
579,Alexander Scholz,Midtjylland ,2,3,2,66.7,0.5,0.33,0.33,0.5,22.4,0,1,1,0.9,0.1,0.04,1.1,0.9
580,Siebe Schrijvers,Club Brugge,0,1,0,0,3.46,0,0,,41,1,0,0,0.1,0.1,0.08,-0.1,-0.1
581,Nico Schulz,Dortmund ,0,1,0,0,0.76,0,0,,11.4,0,0,0,0.2,0.2,0.18,-0.2,-0.2
582,Perr Schuurs,Ajax ,0,7,1,14.3,1.25,0.18,0,0,24.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3
583,Rúben Semedo,Olympiacos ,0,3,0,0,0.51,0,0,,7.3,0,0,0,0.4,0.4,0.12,-0.4,-0.4
584,Stefano Sensi,Inter ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
585,Artem Shabanov,Dynamo Kyiv,0,1,0,0,1,0,0,,8,0,0,0,0,0,0.04,0,0
586,Daniil Shamkin,Zenit ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
587,Mykola Shaparenko,Dynamo Kyiv,0,3,1,33.3,0.63,0.21,0,0,18,1,0,0,0.2,0.2,0.06,-0.2,-0.2
588,Xherdan Shaqiri,Liverpool ,0,1,0,0,0.74,0,0,,9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
589,Luke Shaw,Manchester Utd,0,2,0,0,0.55,0,0,,19.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
590,Volodymyr Shepelyev,Dynamo Kyiv,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
591,Dávid Sigér,Ferencváros ,0,4,0,0,0.93,0,0,,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
592,Bernardo Silva,Manchester City,0,6,3,50,1.41,0.71,0,0,12,0,0,0,0.6,0.6,0.1,-0.6,-0.6
593,Thiago Silva,Chelsea ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
594,Aleksandr Silyanov,Loko Moscow,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
595,Pione Sisto,Midtjylland ,0,1,0,0,0.26,0,0,,28.5,0,0,0,0,0,0.02,0,0
596,Milan Škriniar,Inter ,0,2,0,0,0.67,0,0,,14.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1
597,Martin Škrtel,Ba?ak?ehir ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
598,Igor Smolnikov,Krasnodar ,0,3,0,0,0.6,0,0,,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1
599,Fyodor Smolov,Loko Moscow,0,3,2,66.7,1.36,0.91,0,0,13.3,0,0,0,0.3,0.3,0.09,-0.3,-0.3
600,Eduard Sobol,Club Brugge,0,5,0,0,1.44,0,0,,20.7,0,0,0,0.4,0.4,0.08,-0.4,-0.4
601,Manor Solomon,Shakhtar ,2,3,2,66.7,0.73,0.49,0.67,1,16.5,0,0,0,0.3,0.3,0.11,1.7,1.7
602,Somália,Ferencváros ,0,1,0,0,0.19,0,0,,12.7,0,0,0,0,0,0.04,0,0
603,Yann Sommer,M'Gladbach ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
604,Brandon Soppy,Rennes ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
605,Yegor Sorokin,Krasnodar ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
606,Hillel Soudani,Olympiacos ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
607,Eduard Spertsyan,Krasnodar ,0,1,0,0,2.25,0,0,,19.7,0,0,0,0,0,0.03,0,0
608,Marco Sportiello,Atalanta ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
609,Cican Stankovic,RB Salzburg,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
610,Zack Steffen,Manchester City,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
611,Taras Stepanenko,Shakhtar ,0,1,0,0,0.31,0,0,,23.8,0,0,0,0,0,0.04,0,0
612,Raheem Sterling,Manchester City,1,10,6,60,1.91,1.15,0.1,0.17,16.3,1,0,0,1.4,1.4,0.14,-0.4,-0.4
613,Angelo Stiller,Bayern Munich,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
614,Lars Stindl,M'Gladbach ,2,7,2,28.6,1.65,0.47,0.14,0.5,18.3,1,1,1,1.3,0.6,0.08,0.7,0.4
615,John Stones,Manchester City,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
616,Thomas Strakosha,Lazio ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
617,Kevin Strootman,Marseille ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
618,Luis Suárez,Atlético Madrid,0,7,2,28.6,2.04,0.58,0,0,12.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
619,Luka Su?i?,RB Salzburg,0,2,1,50,4.19,2.09,0,0,16.4,0,0,0,0.4,0.4,0.22,-0.4,-0.4
620,Heorhii Sudakov,Shakhtar ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
621,Niklas Süle,Bayern Munich,1,4,2,50,1,0.5,0.25,0.5,7.8,0,0,0,0.6,0.6,0.15,0.4,0.4
622,Magomed-Shapi Suleymanov,Krasnodar ,1,3,1,33.3,1.3,0.43,0.33,1,21.9,2,0,0,0.2,0.2,0.07,0.8,0.8
623,Vladyslav Supriaha,Dynamo Kyiv,0,2,1,50,0.58,0.29,0,0,9.1,0,0,0,0.6,0.6,0.28,-0.6,-0.6
624,Suso,Sevilla ,0,3,2,66.7,2.05,1.36,0,0,17.8,1,0,0,0.1,0.1,0.05,-0.1,-0.1
625,Aleksei Sutormin,Zenit ,0,2,0,0,0.73,0,0,,15.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
626,Erik Sviatchenko,Midtjylland ,0,6,2,33.3,1.2,0.4,0,0,13.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4
627,Serhiy Sydorchuk,Dynamo Kyiv,0,3,2,66.7,0.76,0.51,0,0,31.4,0,0,0,0,0,0.02,0,0
628,Wojciech Szcz?sny,Juventus ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
629,Dominik Szoboszlai,RB Salzburg,2,12,5,41.7,2.14,0.89,0.17,0.4,21.6,3,0,0,1.5,1.5,0.13,0.5,0.5
630,Alexander Sørloth,RB Leipzig,1,3,1,33.3,3.91,1.3,0.33,1,13.3,0,0,0,0.2,0.2,0.07,0.8,0.8
631,Dušan Tadi?,Ajax ,2,5,2,40,0.83,0.33,0.2,0.5,15.6,1,1,1,1.3,0.6,0.11,0.7,0.4
632,Nicolás Tagliafico,Ajax ,0,2,1,50,0.35,0.18,0,0,18.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
633,Taison,Shakhtar ,0,5,2,40,1.61,0.65,0,0,22.2,1,0,0,0.4,0.4,0.08,-0.4,-0.4
634,Flavien Tait,Rennes ,0,2,1,50,4.19,2.09,0,0,12.5,0,0,0,0.3,0.3,0.13,-0.3,-0.3
635,Mehdi Taremi,Porto ,0,1,1,100,3,3,0,0,71,0,0,0,0,0,0.03,0,0
636,Mahmut Tekdemir,Ba?ak?ehir ,0,2,1,50,1.01,0.51,0,0,13.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
637,Alex Telles,Manchester Utd,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
638,Marc-André ter Stegen,Barcelona ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
639,Martin Terrier,Rennes ,0,2,1,50,0.75,0.37,0,0,19.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
640,Tetê,Shakhtar ,1,13,7,53.8,2.28,1.23,0.08,0.14,19,0,0,0,1.5,1.5,0.11,-0.5,-0.5
641,Florian Thauvin,Marseille ,0,5,2,40,0.94,0.38,0,0,20.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3
642,Marcus Thuram,M'Gladbach ,2,12,6,50,2.13,1.07,0.17,0.33,12.3,0,0,0,1.4,1.4,0.12,0.6,0.6
643,Jurrien Timber,Ajax ,0,0,0,,,,,,,0,0,0,0,0,,0,0
644,Corentin Tolisso,Bayern Munich,1,6,2,33.3,2.13,0.71,0.17,0.5,17.6,0,0,0,0.4,0.4,0.07,0.6,0.6
645,Rafael Tolói,Atalanta ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
646,Mehmet Topal,Ba?ak?ehir ,1,1,1,100,0.4,0.4,1,1,7,0,0,0,0.3,0.3,0.32,0.7,0.7
647,Lucas Torreira,Atlético Madrid,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
648,Ferrán Torres,Manchester City,4,12,5,41.7,3.09,1.29,0.33,0.8,13.2,0,0,0,2.5,2.5,0.21,1.5,1.5
649,Óliver Torres,Sevilla ,0,1,1,100,0.38,0.38,0,0,20.2,0,0,0,0,0,0.04,0,0
650,Amad Traoré,Atalanta ,0,3,2,66.7,11.74,7.83,0,0,14.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5
651,Hamari Traoré,Rennes ,0,5,0,0,0.83,0,0,,26.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1
652,Ibrahima Traoré,M'Gladbach ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
653,Francisco Trincão,Barcelona ,0,10,5,50,3.04,1.52,0,0,18.1,0,0,0,1.4,1.4,0.14,-1.4,-1.4
654,Kieran Trippier,Atlético Madrid,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
655,Anatolii Trubin,Shakhtar ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
656,Adrien Truffert,Rennes ,0,3,1,33.3,1.12,0.37,0,0,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1
657,Kostas Tsimikas,Liverpool ,0,1,0,0,0.7,0,0,,10.8,0,0,0,0,0,0.04,0,0
658,Viktor Tsyhankov,Dynamo Kyiv,2,8,6,75,1.7,1.28,0.13,0.17,13.6,1,1,1,3,2.2,0.28,-1,-1.2
659,Axel Tuanzebe,Manchester Utd,0,1,0,0,0.44,0,0,,10,0,0,0,0,0,0.03,0,0
660,Deniz Turuc,Ba?ak?ehir ,1,6,3,50,1.03,0.52,0.17,0.33,18.7,3,0,0,0.5,0.5,0.08,0.5,0.5
661,Andreas Ulmer,RB Salzburg,0,9,3,33.3,1.5,0.5,0,0,20.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3
662,Samuel Umtiti,Barcelona ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
663,Dayot Upamecano,RB Leipzig,0,4,2,50,0.85,0.42,0,0,15,0,0,0,0.1,0.1,0.03,-0.1,-0.1
664,Mateus Uribe,Porto ,1,3,1,33.3,0.7,0.23,0.33,1,16.7,0,0,0,0.3,0.3,0.1,0.7,0.7
665,Daniil Utkin,Krasnodar ,0,7,2,28.6,2.81,0.8,0,0,20.7,2,0,0,0.4,0.4,0.06,-0.4,-0.4
666,Myrto Uzuni,Ferencváros ,1,2,2,100,0.74,0.74,0.5,0.5,12.1,0,0,0,0.3,0.3,0.16,0.7,0.7
667,Tomáš Vaclík,Sevilla ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
668,Mathieu Valbuena,Olympiacos ,0,5,2,40,1.76,0.7,0,0,14.2,0,0,0,0.8,0.8,0.15,-0.8,-0.8
669,Albert Vallci,RB Salzburg,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
670,Federico Valverde,Real Madrid,0,4,0,0,1.33,0,0,,21.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
671,Thomas Van den Keybus,Club Brugge,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
672,Ignace Van Der Brempt,Club Brugge,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
673,Hans Vanaken,Club Brugge,3,6,3,50,1.02,0.51,0.17,0.33,15.6,0,2,2,2,0.5,0.08,1,0.5
674,Raphaël Varane,Real Madrid,0,2,1,50,0.33,0.17,0,0,7.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
675,Franco Vázquez,Sevilla ,0,2,0,0,2,0,0,,13.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
676,Lucas Vázquez,Real Madrid,0,8,0,0,1.6,0,0,,17.2,0,0,0,1,1,0.12,-1,-1
677,Benjamin Verbi?,Dynamo Kyiv,0,4,2,50,1.25,0.63,0,0,17.8,0,0,0,0.5,0.5,0.11,-0.5,-0.5
678,Marco Verratti,Paris S-G,0,2,0,0,1.1,0,0,,19,0,0,0,0.1,0.1,0.04,-0.1,-0.1
679,Lasse Vibe,Midtjylland ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
680,Arturo Vidal,Inter ,0,4,0,0,1.26,0,0,,20.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
681,Fabio Vieira,Porto ,1,2,1,50,1.24,0.62,0.5,1,18,0,0,0,0.5,0.5,0.24,0.5,0.5
682,Tonny Vilhena,Krasnodar ,0,5,0,0,1.17,0,0,,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
683,Rúben Vinagre,Olympiacos ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
684,Edin Viš?a,Ba?ak?ehir ,1,19,6,31.6,4.04,1.28,0.05,0.17,20.2,1,0,0,1.4,1.4,0.07,-0.4,-0.4
685,Vitão,Shakhtar ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
686,Vitolo,Atlético Madrid,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
687,Bohdan Viunnyk,Shakhtar ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
688,Ruud Vormer,Club Brugge,1,10,3,30,1.74,0.52,0.1,0.33,15.9,1,0,0,1.6,1.6,0.16,-0.6,-0.6
689,Stefan de Vrij,Inter ,0,2,0,0,0.33,0,0,,9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
690,Marious Vrousai,Olympiacos ,0,3,2,66.7,1.45,0.97,0,0,18.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
691,Kyle Walker,Manchester City,0,1,1,100,0.26,0.26,0,0,25.8,0,0,0,0,0,0.01,0,0
692,Aaron Wan-Bissaka,Manchester Utd,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
693,Wanderson,Krasnodar ,1,5,2,40,2.21,0.88,0.2,0.5,16.1,0,0,0,0.3,0.3,0.06,0.7,0.7
694,Wendel,Zenit ,0,3,2,66.7,1.93,1.29,0,0,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
695,Oscar Wendt,M'Gladbach ,1,2,1,50,0.85,0.42,0.5,1,25.9,1,0,0,0.1,0.1,0.05,0.9,0.9
696,Timo Werner,Chelsea ,3,6,3,50,1.41,0.71,0,0,18.8,0,3,3,3.8,1.3,0.21,-0.8,-1.3
697,Georginio Wijnaldum,Liverpool ,0,4,1,25,0.98,0.25,0,0,20.5,0,0,0,0.5,0.5,0.12,-0.5,-0.5
698,Brandon Williams,Manchester Utd,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
699,Neco Williams,Liverpool ,0,2,0,0,0.95,0,0,,17.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
700,Rhys Williams,Liverpool ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
701,Axel Witsel,Dortmund ,1,4,2,50,0.99,0.5,0.25,0.5,21.3,0,0,0,0.2,0.2,0.04,0.8,0.8
702,Maximilian Wöber,RB Salzburg,0,4,0,0,0.7,0,0,,20.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
703,Hannes Wolf,M'Gladbach ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
704,Ashley Young,Inter ,0,3,0,0,0.65,0,0,,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
705,Illia Zabarnyi,Dynamo Kyiv,0,3,0,0,0.5,0,0,,8.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2
706,Dan-Axel Zagadou,Dortmund ,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
707,Denis Zakaria,M'Gladbach ,0,1,0,0,0.8,0,0,,30.1,0,0,0,0,0,0.01,0,0
708,Duván Zapata,Atalanta ,3,21,10,47.6,4.22,2.01,0.14,0.3,13.8,0,0,0,3.7,3.7,0.18,-0.7,-0.7
709,Rifat Zhemaletdinov,Loko Moscow,0,3,1,33.3,2.6,0.87,0,0,15.4,0,0,0,0.5,0.5,0.15,-0.5,-0.5
710,Yuri Zhirkov,Zenit ,0,2,0,0,1.08,0,0,,24.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
711,Dmitri Zhivoglyadov,Loko Moscow,0,1,0,0,0.17,0,0,,12.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
712,Oleksandr Zinchenko,Manchester City,0,3,1,33.3,1.04,0.35,0,0,27.7,1,0,0,0.1,0.1,0.03,-0.1,-0.1
713,Joshua Zirkzee,Bayern Munich,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
714,Hakim Ziyech,Chelsea ,1,7,4,57.1,2.84,1.62,0.14,0.25,16.5,0,0,0,0.8,0.8,0.12,0.2,0.2
715,Kurt Zouma,Chelsea ,0,1,1,100,0.25,0.25,0,0,11,0,0,0,0,0,0.04,0,0
716,Oleksandr Zubkov,Ferencváros ,0,8,0,0,1.86,0,0,,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
717,Martin Ødegaard,Real Madrid,0,2,2,100,1.35,1.35,0,0,20.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
